iter,ns,epot,ekin,etot,T,ext_force_x_atom0,ext_force_x_atom1026,molecular_extension,t
5755000,5.755,[-778.169002532959],[980.04833984],[201.87933731],[320.14460169],6.089723110198975,-6.509063720703125,59.958133697509766,131994.79729628563
5760000,5.76,[-977.5601425170898],[997.53601074],[19.97586823],[325.85716015],6.1674346923828125,-6.54709005355835,59.74508285522461,132096.62765741348
5765000,5.765,[-1083.3466567993164],[998.71575928],[-84.63089752],[326.24253923],6.138845920562744,-6.615870952606201,59.72089767456055,132198.6881980896
5770000,5.77,[-992.3149185180664],[1002.84179688],[10.52687836],[327.59035913],5.998582363128662,-6.738491058349609,59.84130096435547,132301.10132026672
5775000,5.7749999999999995,[-1302.3881568908691],[1048.78112793],[-253.60702896],[342.59699528],6.01718282699585,-6.49053430557251,60.49098205566406,132402.98280978203
5780000,5.779999999999999,[-1013.3550453186035],[1026.75354004],[13.39849472],[335.40141822],6.705191135406494,-6.034189701080322,59.988121032714844,132501.510335207
5785000,5.785,[-531.9569625854492],[965.96801758],[434.01105499],[315.54509473],6.3768310546875,-6.4771952629089355,59.777801513671875,132603.53376483917
5790000,5.79,[-674.0988998413086],[1022.85101318],[348.75211334],[334.12661079],6.4087724685668945,-6.902667999267578,58.71055603027344,132707.96636128426
5795000,5.795,[-798.1453170776367],[1007.0090332],[208.86371613],[328.9516371],6.283837795257568,-6.9561767578125,58.965415954589844,132809.79254293442
5800000,5.8,[-881.3067321777344],[958.07617188],[76.7694397],[312.96712821],6.274699687957764,-6.403646945953369,60.44588088989258,132912.40586185455
5805000,5.805,[-991.8028144836426],[1006.19158936],[14.38877487],[328.68460922],6.449568271636963,-6.840249538421631,58.99349594116211,133011.36959338188
5810000,5.81,[-997.3367042541504],[987.3460083],[-9.99069595],[322.52847304],6.493101596832275,-6.6128249168396,59.529518127441406,133109.96375966072
5815000,5.8149999999999995,[-601.003002166748],[1034.78649902],[433.78349686],[338.02548109],6.363751411437988,-6.751628398895264,59.58218002319336,133208.42307639122
5820000,5.819999999999999,[-848.4126472473145],[996.21575928],[147.80311203],[325.4258841],6.324682712554932,-6.641841888427734,60.030609130859375,133307.27891135216
5825000,5.825,[-457.9520492553711],[1030.15698242],[572.20493317],[336.51319369],6.467689514160156,-6.6829729080200195,59.64656066894531,133405.98039650917
5830000,5.83,[-1006.6545333862305],[1023.5715332],[16.91699982],[334.36197734],6.6758270263671875,-5.992242336273193,60.92933654785156,133504.96815609932
5835000,5.835,[-842.2591438293457],[986.86914062],[144.6099968],[322.37269847],6.973695278167725,-6.131645202636719,59.912452697753906,133603.56692957878
5840000,5.84,[-623.6334266662598],[1010.55212402],[386.91869736],[330.10903042],6.578453063964844,-6.372713565826416,60.374183654785156,133702.58214902878
5845000,5.845,[-976.9116172790527],[1055.84545898],[78.93384171],[344.90464416],6.808972358703613,-6.307506084442139,60.03719711303711,133802.04149222374
5850000,5.85,[-1022.302791595459],[970.33380127],[-51.96899033],[316.97123058],6.89288330078125,-6.246655464172363,60.05583953857422,133901.10530257225
5855000,5.8549999999999995,[-1078.484764099121],[955.92352295],[-122.56124115],[312.2639395],7.098045349121094,-5.988893985748291,60.263633728027344,134000.18798542023
5860000,5.859999999999999,[-839.2612953186035],[1029.32055664],[190.05926132],[336.23996513],6.762870788574219,-6.20271635055542,60.643306732177734,134099.23100972176
5865000,5.864999999999999,[-979.9515190124512],[1011.72991943],[31.77840042],[330.49377149],6.821567058563232,-6.487586975097656,59.86068344116211,134198.38460373878
5870000,5.87,[-1176.9892807006836],[1012.92700195],[-164.06227875],[330.88481292],6.301522731781006,-7.217027187347412,59.41348648071289,134297.17112898827
5875000,5.875,[-844.3785629272461],[1008.57519531],[164.19663239],[329.46324283],6.20589017868042,-7.0489397048950195,60.14908218383789,134395.8784787655
5880000,5.88,[-907.0856666564941],[1030.33007812],[123.24441147],[336.56973749],6.028904914855957,-7.114308834075928,60.504417419433594,134495.44731259346
5885000,5.885,[-561.6215171813965],[1013.8449707],[452.22345352],[331.18467847],6.553964138031006,-6.598182678222656,60.55837631225586,134594.57243204117
5890000,5.89,[-1210.9888648986816],[1022.79724121],[-188.19162369],[334.10904553],6.672587871551514,-6.683793067932129,60.12408447265625,134693.4360396862
5895000,5.895,[-648.4288177490234],[1017.77758789],[369.34877014],[332.46931527],6.921197414398193,-6.650704383850098,59.66157531738281,134792.04153227806
5900000,5.8999999999999995,[-929.3697090148926],[1042.68505859],[113.31534958],[340.60564076],7.014936923980713,-6.146897315979004,60.763038635253906,134890.9232981205
5905000,5.904999999999999,[-901.7017250061035],[1035.48840332],[133.78667831],[338.25476658],6.668072700500488,-6.963624477386475,59.664676666259766,134989.75955438614
5910000,5.91,[-818.8678016662598],[1024.46630859],[205.59850693],[334.6542665],6.349648952484131,-7.160037517547607,60.045997619628906,135088.56044888496
5915000,5.915,[-727.448413848877],[1049.45751953],[322.00910568],[342.81794675],6.517899990081787,-6.848935127258301,60.47941970825195,135187.59818410873
5920000,5.92,[-542.3783836364746],[991.48022461],[449.10184097],[323.87896462],6.433088779449463,-7.148065090179443,60.01991653442383,135287.38152432442
5925000,5.925,[-612.3433532714844],[1019.22015381],[406.87680054],[332.94054682],6.764837741851807,-7.263070583343506,58.97932434082031,135386.60171842575
5930000,5.93,[-796.0153045654297],[1008.03308105],[212.01777649],[329.28615468],6.583967685699463,-7.092994689941406,59.9329833984375,135485.86238241196
5935000,5.935,[-1069.9902420043945],[993.19616699],[-76.79407501],[324.43949788],7.083305358886719,-6.446457862854004,60.37727355957031,135584.84479403496
5940000,5.9399999999999995,[-1063.208854675293],[1045.77905273],[-17.42980194],[341.61633124],6.805546760559082,-7.032280921936035,59.68341064453125,135684.1636414528
5945000,5.944999999999999,[-918.6933441162109],[1013.53936768],[94.84602356],[331.08484956],6.941062927246094,-6.8755621910095215,59.812705993652344,135783.89648389816
5950000,5.949999999999999,[-830.0759048461914],[1045.29248047],[215.21657562],[341.45738654],7.0346527099609375,-6.942197322845459,59.488441467285156,135883.18824386597
5955000,5.955,[-1208.6241912841797],[970.83905029],[-237.78514099],[317.13627627],6.704125881195068,-7.018360137939453,60.200645446777344,135981.9570362568
5960000,5.96,[-1112.4850387573242],[1044.9732666],[-67.51177216],[341.35311148],6.75103759765625,-7.060262203216553,60.054901123046875,136080.6975889206
5965000,5.965,[-1270.3911209106445],[1030.83435059],[-239.55677032],[336.73446417],6.942832946777344,-6.722977638244629,60.49491882324219,136179.88192868233
5970000,5.97,[-602.0814933776855],[1005.96820068],[403.88670731],[328.61163662],7.1621246337890625,-6.752532482147217,59.9490966796875,136279.284252882
5975000,5.975,[-694.3013381958008],[982.77093506],[288.46959686],[321.03397023],6.998513698577881,-6.853307247161865,60.18247985839844,136378.22081804276
5980000,5.9799999999999995,[-979.933708190918],[981.23474121],[1.30103302],[320.53215399],6.781257629394531,-6.923733711242676,60.625850677490234,136477.2185871601
5985000,5.984999999999999,[-760.0355606079102],[1041.06225586],[281.02669525],[340.07553269],6.570855617523193,-7.283236980438232,60.32939147949219,136576.5843579769
5990000,5.989999999999999,[-1274.3665618896484],[1011.41247559],[-262.9540863],[330.39007463],6.692216396331787,-7.087945461273193,60.590511322021484,136676.3535745144
5995000,5.995,[-1164.9315376281738],[1018.38739014],[-146.54414749],[332.66851453],6.401332378387451,-7.617744445800781,60.06951904296875,136775.48676371574
6000000,6.0,[-1233.7031631469727],[999.54980469],[-234.15335846],[326.51499021],6.517324924468994,-7.1767401695251465,60.958343505859375,136874.50260925293
6005000,6.005,[-870.5451240539551],[991.48712158],[120.94199753],[323.8812176],6.623587131500244,-6.937676906585693,61.36663818359375,136972.98772597313
6010000,6.01,[-658.0633010864258],[1032.62719727],[374.56389618],[337.32011914],6.274939060211182,-6.792869567871094,62.676570892333984,137071.76062703133
6015000,6.015,[-1346.4530448913574],[1010.33898926],[-336.11405563],[330.03940738],6.816693305969238,-7.306756019592285,60.11376190185547,137170.30005550385
6020000,6.02,[-451.9995651245117],[1006.49737549],[554.49781036],[328.78449794],7.061631679534912,-7.353717803955078,59.460304260253906,137269.3569495678
6025000,6.0249999999999995,[-1158.5973815917969],[1025.99584961],[-132.60153198],[335.15390951],7.257632732391357,-6.336494445800781,61.589656829833984,137368.26011896133
6030000,6.029999999999999,[-579.7811622619629],[1064.50756836],[484.7264061],[347.73422658],7.438946723937988,-6.779944896697998,60.104042053222656,137467.5335431099
6035000,6.035,[-648.6793823242188],[1005.32946777],[356.65008545],[328.40298681],6.915866374969482,-7.103862285614014,60.67824172973633,137567.5018606186
6040000,6.04,[-1080.663917541504],[1021.78686523],[-58.87705231],[333.77899404],6.887251377105713,-6.995155334472656,61.09783935546875,137667.3141593933
6045000,6.045,[-764.4910202026367],[931.22711182],[166.73609161],[304.19655916],6.864327907562256,-7.1990580558776855,60.72168731689453,137767.19144535065
6050000,6.05,[-654.7390022277832],[1024.76757812],[370.0285759],[334.75267983],6.727026462554932,-7.588043212890625,60.16876983642578,137867.11661291122
6055000,6.055,[-698.1560020446777],[1049.69567871],[351.53967667],[342.89574431],6.376565456390381,-7.791102886199951,60.61356735229492,137966.36301970482
6060000,6.06,[-818.4569358825684],[1051.34130859],[232.88437271],[343.43330915],6.2886857986450195,-7.722667217254639,61.080650329589844,138065.41783690453
6065000,6.0649999999999995,[-725.8214950561523],[1016.76672363],[290.94522858],[332.13910428],6.421704292297363,-7.405683994293213,61.61685562133789,138164.55926561356
6070000,6.069999999999999,[-1190.3964977264404],[988.94970703],[-201.4467907],[323.05234056],6.480264186859131,-7.289195537567139,61.83797073364258,138263.88848805428
6075000,6.074999999999999,[-819.6508712768555],[1022.66503906],[203.01416779],[334.0658601],6.574667453765869,-7.366401672363281,61.4852409362793,138363.5352883339
6080000,6.08,[-923.9315299987793],[1037.92382812],[113.99229813],[339.05032745],6.790219306945801,-7.3117828369140625,61.159202575683594,138462.62208247185
6085000,6.085,[-1014.4906806945801],[968.6159668],[-45.8747139],[316.41007925],6.5580034255981445,-7.5758056640625,61.15597915649414,138562.2565932274
6090000,6.09,[-991.9576568603516],[948.80377197],[-43.15388489],[309.93818704],6.699749946594238,-7.666881561279297,60.65021514892578,138661.8308777809
6095000,6.095,[-803.8364486694336],[961.70587158],[157.86942291],[314.15281337],6.3800811767578125,-7.685544013977051,61.479026794433594,138761.53489899635
6100000,6.1,[-843.6711273193359],[998.14929199],[154.47816467],[326.05749586],6.592596530914307,-7.371270179748535,61.809715270996094,138865.64428925514
6105000,6.1049999999999995,[-1508.7739067077637],[1038.75354004],[-470.02036667],[339.32136284],6.8750200271606445,-7.267712593078613,61.438846588134766,138966.20068192482
6110000,6.109999999999999,[-904.4862632751465],[1008.91925049],[104.43298721],[329.5756326],6.8893938064575195,-7.184417247772217,61.68744659423828,139066.10839223862
6115000,6.114999999999999,[-668.2943496704102],[1030.88330078],[362.58895111],[336.75045434],6.972113132476807,-7.6317620277404785,60.438575744628906,139165.6508038044
6120000,6.12,[-1104.2215576171875],[1017.13684082],[-87.0847168],[332.26000752],7.071057319641113,-7.554387092590332,60.4609489440918,139265.89239311218
6125000,6.125,[-1528.7869262695312],[998.36151123],[-530.42541504],[326.12681983],7.097497463226318,-7.533383369445801,60.523651123046875,139366.05172133446
6130000,6.13,[-697.125114440918],[984.75317383],[287.62805939],[321.68149241],6.665953159332275,-7.609461307525635,61.488609313964844,139466.1847832203
6135000,6.135,[-516.4165191650391],[966.77392578],[450.35740662],[315.80835435],6.7993927001953125,-7.67831563949585,61.05916976928711,139565.75268483162
6140000,6.14,[-997.7965927124023],[1013.79632568],[15.99973297],[331.16878799],7.118505954742432,-7.101617336273193,61.77942657470703,139665.42337203026
6145000,6.145,[-1337.3970184326172],[999.45635986],[-337.94065857],[326.48446533],7.230943202972412,-7.523963928222656,60.518760681152344,139765.37224268913
6150000,6.1499999999999995,[-881.0508804321289],[1031.29150391],[150.24062347],[336.88379881],7.188846111297607,-7.209846019744873,61.485595703125,139865.58254265785
6155000,6.154999999999999,[-1232.9322052001953],[998.17675781],[-234.75544739],[326.0664679],7.212884426116943,-7.206125736236572,61.51109313964844,139965.35227560997
6160000,6.16,[-841.7950592041016],[1037.2746582],[195.479599],[338.83826827],7.431664943695068,-6.938702583312988,61.70899200439453,140065.0794365406
6165000,6.165,[-591.23779296875],[1011.03845215],[419.80065918],[330.26789536],7.534706115722656,-6.7492265701293945,62.001373291015625,140164.59021306038
6170000,6.17,[-1005.7342300415039],[1020.20196533],[14.46773529],[333.26126738],7.572230815887451,-7.681656837463379,59.65277862548828,140264.22000288963
6175000,6.175,[-923.5004920959473],[1021.30157471],[97.80108261],[333.62046804],7.4410080909729,-8.16542911529541,58.84770202636719,140363.89379382133
6180000,6.18,[-1532.7185859680176],[1031.52282715],[-501.19575882],[336.95936333],6.968016147613525,-7.444939613342285,61.90769958496094,140463.69562983513
6185000,6.185,[-1035.8846702575684],[1057.95678711],[22.07211685],[345.59433494],7.217964172363281,-7.112980842590332,62.18901824951172,140563.35036563873
6190000,6.1899999999999995,[-1118.9773902893066],[1036.91040039],[-82.0669899],[338.71927906],7.205427646636963,-7.2873759269714355,61.86066436767578,140663.30322766304
6195000,6.194999999999999,[-961.521915435791],[998.11437988],[36.59246445],[326.0460914],7.2243804931640625,-7.3575029373168945,61.71426010131836,140762.61463999748
6200000,6.199999999999999,[-965.5104942321777],[1011.69439697],[46.18390274],[330.48216765],7.242804050445557,-7.796924114227295,60.64594268798828,140862.1983511448
6205000,6.205,[-954.6724090576172],[1015.04223633],[60.36982727],[331.57577972],6.754380702972412,-8.005806922912598,61.42108917236328,140961.94331002235
6210000,6.21,[-569.8931198120117],[1012.39227295],[442.49915314],[330.71013724],7.007261753082275,-7.91887903213501,61.082496643066406,141061.3066022396
6215000,6.215,[-962.637035369873],[1022.5345459],[59.89751053],[334.02323294],6.922976970672607,-7.61605167388916,62.12657165527344,141161.28466939926
6220000,6.22,[-719.3742370605469],[996.76049805],[277.38626099],[325.60382958],7.019401550292969,-7.566411018371582,62.085906982421875,141260.8063147068
6225000,6.225,[-1040.3034324645996],[1000.54681396],[-39.7566185],[326.84067531],7.316226482391357,-7.9117302894592285,60.55683898925781,141359.77865552902
6230000,6.2299999999999995,[-934.3799896240234],[1020.74841309],[86.36842346],[333.43977113],7.047936916351318,-8.044946670532227,60.97081756591797,141458.98400306702
6235000,6.234999999999999,[-447.96690368652344],[999.27679443],[551.30989075],[326.42580812],6.869606018066406,-7.8234543800354,62.046669006347656,141558.09199380875
6240000,6.239999999999999,[-774.6706047058105],[1010.94281006],[236.27220535],[330.23665272],7.059783935546875,-7.761239528656006,61.80305480957031,141657.53243279457
6245000,6.245,[-901.8443832397461],[972.71746826],[70.87308502],[317.74988414],6.88466215133667,-8.236313819885254,61.12947082519531,141756.89035725594
6250000,6.25,[-540.3523597717285],[983.69750977],[443.34514999],[321.33664702],6.818029880523682,-8.54059886932373,60.61163330078125,141856.16785287857
6255000,6.255,[-1086.6842346191406],[1014.80957031],[-71.87466431],[331.49977656],6.922978401184082,-8.344050407409668,60.91692352294922,141955.12130856514
6260000,6.26,[-817.3795757293701],[1032.83349609],[215.45392036],[337.38750914],7.208343505859375,-8.00562858581543,61.12586212158203,142054.332644701
6265000,6.265,[-752.0146141052246],[991.71551514],[239.70090103],[323.95582511],7.6765947341918945,-7.685683727264404,60.831390380859375,142153.56621909142
6270000,6.27,[-1057.8229179382324],[1035.49145508],[-22.33146286],[338.25576348],7.52571439743042,-7.394527435302734,62.01277160644531,142252.88816571236
6275000,6.2749999999999995,[-870.0167350769043],[1009.26141357],[139.2446785],[329.6874043],7.4705657958984375,-7.983188152313232,60.755287170410156,142352.18818712234
6280000,6.279999999999999,[-919.9620056152344],[986.77880859],[66.81680298],[322.34319042],7.351222515106201,-7.8329362869262695,61.50556945800781,142452.48686504364
6285000,6.285,[-920.284423828125],[1012.14154053],[91.8571167],[330.62823248],7.078553676605225,-8.216629981994629,61.304298400878906,142552.72214198112
6290000,6.29,[-1105.5689163208008],[1014.29296875],[-91.27594757],[331.33102243],7.510641574859619,-7.456994533538818,62.199462890625,142652.55968260765
6295000,6.295,[-1080.07368850708],[1017.0725708],[-63.00111771],[332.23901294],7.512439250946045,-7.588207244873047,61.94322967529297,142752.2321448326
6300000,6.3,[-1075.821590423584],[1012.41809082],[-63.4034996],[330.71857096],7.316337585449219,-7.695387363433838,62.24182891845703,142851.63774514198
6305000,6.305,[-997.9750556945801],[987.77539062],[-10.19966507],[322.66873595],7.640264987945557,-7.492282390594482,62.01606750488281,142951.05353593826
6310000,6.31,[-1040.3119926452637],[1035.50183105],[-4.81016159],[338.25915291],7.6365203857421875,-8.630409240722656,59.256404876708984,143051.055696249
6315000,6.3149999999999995,[-785.6881370544434],[1055.72998047],[270.04184341],[344.86692171],8.027554512023926,-7.989776611328125,59.956695556640625,143150.53532242775
6320000,6.319999999999999,[-976.0454063415527],[1015.02728271],[38.98187637],[331.57089494],7.9306230545043945,-7.371931552886963,61.81993103027344,143250.25768184662
6325000,6.324999999999999,[-441.6392250061035],[1036.69848633],[595.05926132],[338.65005478],7.859397888183594,-7.87408971786499,60.81889343261719,143350.1477277279
6330000,6.33,[-529.1925201416016],[995.00897217],[465.81645203],[325.03167254],8.020545959472656,-7.565434455871582,61.263954162597656,143450.07583594322
6335000,6.335,[-288.9101448059082],[1014.16253662],[725.25239182],[331.28841521],7.585272312164307,-8.027599334716797,61.27301788330078,143549.78821611404
6340000,6.34,[-736.6766319274902],[1011.80755615],[275.13092422],[330.51913246],7.570456027984619,-7.7223711013793945,62.1494255065918,143649.47284293175
6345000,6.345,[-637.3301239013672],[1062.0357666],[424.7056427],[346.92678275],7.1202898025512695,-8.45304012298584,61.52445983886719,143748.8822259903
6350000,6.35,[-1183.8903045654297],[1005.38189697],[-178.50840759],[328.42011344],7.135972499847412,-8.488043785095215,61.474037170410156,143848.305570364
6355000,6.3549999999999995,[-1289.4955711364746],[998.79321289],[-290.70235825],[326.26784038],6.8955979347229,-8.54813289642334,62.00104904174805,143947.95235013962
6360000,6.359999999999999,[-404.6267738342285],[1002.82287598],[598.19610214],[327.58417839],6.866540431976318,-8.53995418548584,62.170433044433594,144047.12003993988
6365000,6.364999999999999,[-1037.4800910949707],[1009.40722656],[-28.07286453],[329.73503587],6.959312438964844,-8.618353843688965,61.81879806518555,144146.79464960098
6370000,6.37,[-677.2770729064941],[1005.53637695],[328.25930405],[328.47057619],6.728114604949951,-8.7783842086792,62.0730094909668,144246.4603023529
6375000,6.375,[-536.0853099822998],[1004.51116943],[468.42585945],[328.1356798],6.847670078277588,-8.214138984680176,63.26102828979492,144346.1651365757
6380000,6.38,[-878.4950141906738],[1014.07568359],[135.5806694],[331.26004362],7.730630397796631,-7.867625713348389,61.9962043762207,144445.70159864426
6385000,6.385,[-504.73646545410156],[1036.12475586],[531.38829041],[338.46263881],7.781947612762451,-8.006606101989746,61.59675598144531,144545.24147677422
6390000,6.39,[-1036.5825958251953],[1000.71813965],[-35.86445618],[326.89664091],7.591803073883057,-8.340853691101074,61.31278991699219,144644.73658061028
6395000,6.395,[-550.7135429382324],[1026.69470215],[475.98115921],[335.38219811],7.413865566253662,-7.984381198883057,62.7251091003418,144744.18749642372
6400000,6.3999999999999995,[-931.3956298828125],[1078.21362305],[146.81799316],[352.21147453],7.946933269500732,-7.725278377532959,62.116493225097656,144843.81307554245
6405000,6.404999999999999,[-779.2003707885742],[995.75500488],[216.55463409],[325.27537312],7.967904567718506,-7.79616117477417,61.96315002441406,144943.57207036018
6410000,6.41,[-951.1645698547363],[1002.1505127],[50.98594284],[327.36454282],8.201333999633789,-7.67699670791626,61.7537841796875,145043.2497599125
6415000,6.415,[-582.5291976928711],[1008.01812744],[425.48892975],[329.2812699],8.736763000488281,-7.339058876037598,61.33634948730469,145143.11365675926
6420000,6.42,[-780.347095489502],[1057.86560059],[277.5185051],[345.56454776],8.530206680297852,-7.482651710510254,61.57005310058594,145242.892203331
6425000,6.425,[-556.9760932922363],[1035.28295898],[478.30686569],[338.18765571],7.911703586578369,-8.211936950683594,61.369388580322266,145342.41501903534
6430000,6.43,[-663.2172470092773],[1031.8046875],[368.58744049],[337.05143641],8.412121772766113,-7.626944065093994,61.65711975097656,145442.45568466187
6435000,6.435,[-886.0503311157227],[1051.98120117],[165.93087006],[343.64233777],8.443419456481934,-7.836476802825928,61.13134002685547,145542.35172057152
6440000,6.4399999999999995,[-990.6819686889648],[984.83337402],[-5.84859467],[321.70769077],8.4120512008667,-7.566774845123291,61.960304260253906,145642.18987488747
6445000,6.444999999999999,[-1096.8617553710938],[1009.65612793],[-87.20562744],[329.8163425],8.572486877441406,-7.547891139984131,61.68272018432617,145741.78971362114
6450000,6.449999999999999,[-319.8227729797363],[1006.52856445],[686.70579147],[328.7946862],8.38025188446045,-7.66962194442749,61.935272216796875,145841.35952234268
6455000,6.455,[-661.1479873657227],[1045.96130371],[384.81331635],[341.67586571],8.22984504699707,-8.011154174804688,61.533756256103516,145940.97464680672
6460000,6.46,[-693.7059097290039],[985.47509766],[291.76918793],[321.91731753],8.160672187805176,-7.9677863121032715,61.89140319824219,146040.50042939186
6465000,6.465,[-842.0478630065918],[964.10809326],[122.06023026],[314.93752803],8.314383506774902,-7.915856838226318,61.71324157714844,146140.56690764427
6470000,6.47,[-1111.049160003662],[1011.74963379],[-99.29952621],[330.50021142],8.08458423614502,-8.241737365722656,61.54933166503906,146240.45979070663
6475000,6.475,[-486.8219337463379],[1009.22650146],[522.40456772],[329.67599984],8.112872123718262,-8.143599510192871,61.80024719238281,146339.91401219368
6480000,6.4799999999999995,[-571.9393081665039],[1003.58172607],[431.64241791],[327.83206592],8.237442016601562,-7.954002380371094,62.03911209106445,146439.11004447937
6485000,6.484999999999999,[-804.5421524047852],[1017.33996582],[212.79781342],[332.32636075],8.33781623840332,-7.838944435119629,62.15211486816406,146538.47397613525
6490000,6.489999999999999,[-839.056224822998],[1041.85058594],[202.79436111],[340.33305021],8.333624839782715,-8.032732963562012,61.754417419433594,146638.09546613693
6495000,6.495,[-839.0788459777832],[988.66040039],[149.58155441],[322.95783506],8.304335594177246,-7.746682167053223,62.61906433105469,146737.5810880661
6500000,6.5,[-677.4572639465332],[1025.2890625],[347.83179855],[334.92302898],8.486474990844727,-7.830355167388916,62.03082275390625,146836.8906841278
6505000,6.505,[-882.1855278015137],[1047.53295898],[165.34743118],[342.18926585],8.535072326660156,-8.146639823913574,61.19491195678711,146936.47999739647
6510000,6.51,[-616.8332901000977],[1034.28723145],[417.45394135],[337.86238931],8.56995677947998,-7.943312168121338,61.69231414794922,147035.80819129944
6515000,6.515,[-573.9991493225098],[1014.65917969],[440.66003036],[331.45064965],8.577845573425293,-7.63045597076416,62.531028747558594,147135.42196917534
6520000,6.52,[-1020.7534790039062],[1034.64453125],[13.89105225],[337.9791056],8.418764114379883,-7.853827953338623,62.44659423828125,147234.2872519493
6525000,6.5249999999999995,[-518.3167610168457],[1002.35638428],[484.03962326],[327.43179326],8.608975410461426,-7.708500862121582,62.41067886352539,147333.83670973778
6530000,6.529999999999999,[-455.99221992492676],[985.37231445],[529.38009453],[321.88374216],8.826766014099121,-7.620269298553467,62.16307830810547,147433.23637104034
6535000,6.535,[-1064.4677543640137],[1027.17443848],[-37.29331589],[335.53890977],8.988850593566895,-7.537965297698975,62.0399169921875,147532.57906460762
6540000,6.54,[-627.7093276977539],[1012.50531006],[384.79598236],[330.74706218],8.950108528137207,-7.8342437744140625,61.47237014770508,147632.35208892822
6545000,6.545,[-1162.1364440917969],[1022.23974609],[-139.896698],[333.92693303],8.954864501953125,-7.532052516937256,62.29225158691406,147732.14539027214
6550000,6.55,[-666.977611541748],[977.09460449],[310.11699295],[319.17972844],8.708983421325684,-8.108870506286621,61.54120635986328,147831.84745454788
6555000,6.555,[-363.7647476196289],[1017.28796387],[653.52321625],[332.30937369],8.46227741241455,-8.859037399291992,60.358848571777344,147931.6532485485
6560000,6.56,[-879.9929161071777],[1026.91772461],[146.9248085],[335.45505109],8.647521018981934,-8.075703620910645,61.93036651611328,148031.75105381012
6565000,6.5649999999999995,[-688.8009147644043],[1028.51416016],[339.71324539],[335.976546],8.640405654907227,-8.197038650512695,61.72111129760742,148131.2659318447
6570000,6.569999999999999,[-928.938159942627],[992.43719482],[63.49903488],[324.19157048],8.834881782531738,-8.246976852416992,61.186370849609375,148230.67130589485
6575000,6.574999999999999,[-541.3461608886719],[948.13513184],[406.78897095],[309.71976768],8.837562561035156,-8.136332511901855,61.532569885253906,148329.81826758385
6580000,6.58,[-1019.5192489624023],[1027.99829102],[8.47904205],[335.80803113],8.860915184020996,-8.049818992614746,61.76676940917969,148429.09738206863
6585000,6.585,[-666.5509185791016],[951.75054932],[285.19963074],[310.90078737],8.667915344238281,-8.069395065307617,62.27661895751953,148528.63592791557
6590000,6.59,[-421.5432662963867],[976.72314453],[555.17987823],[319.05838656],8.395445823669434,-8.627345085144043,61.63921356201172,148628.70706057549
6595000,6.595,[-916.7303237915039],[1005.06219482],[88.33187103],[328.31567888],8.27233600616455,-8.627890586853027,62.02191925048828,148728.6530520916
6600000,6.6,[-899.0524368286133],[1032.71630859],[133.66387177],[337.34922843],8.173346519470215,-8.791707992553711,61.93614196777344,148827.86729192734
6605000,6.6049999999999995,[-640.972469329834],[1013.01165771],[372.03918839],[330.91246674],8.449915885925293,-8.492679595947266,62.068580627441406,148927.50933289528
6610000,6.609999999999999,[-1071.3528785705566],[1028.26635742],[-43.08652115],[335.89559825],8.415694236755371,-8.59295654296875,61.979740142822266,149027.34418821335
6615000,6.614999999999999,[-137.80543899536133],[1016.4588623],[878.65342331],[332.03853767],8.382308006286621,-8.804981231689453,61.60943603515625,149127.1232664585
6620000,6.62,[-798.2048454284668],[1058.14172363],[259.9368782],[345.65474668],8.282816886901855,-8.556809425354004,62.55488586425781,149227.10433650017
6625000,6.625,[-999.9547386169434],[1024.38586426],[24.43112564],[334.62798839],8.398988723754883,-8.706806182861328,61.96575927734375,149326.77037262917
6630000,6.63,[-934.0852355957031],[1081.01696777],[146.93173218],[353.12722087],8.092828750610352,-9.082120895385742,61.869171142578125,149426.3619070053
6635000,6.635,[-854.9965476989746],[968.70751953],[113.71097183],[316.43998605],8.485076904296875,-8.76729679107666,61.75189971923828,149525.9671034813
6640000,6.64,[-836.6181144714355],[987.82000732],[151.20189285],[322.68331053],8.159753799438477,-9.206940650939941,61.542396545410156,149626.2598156929
6645000,6.645,[-958.907772064209],[949.51922607],[-9.38854599],[310.17189874],8.071486473083496,-9.183798789978027,61.89720916748047,149726.38982319832
6650000,6.6499999999999995,[-1068.0786743164062],[997.04071045],[-71.03796387],[325.69536434],8.064040184020996,-9.040385246276855,62.35065460205078,149826.6025776863
6655000,6.654999999999999,[-1158.0529022216797],[996.74462891],[-161.30827332],[325.59864573],8.227168083190918,-8.754199028015137,62.73459243774414,149926.92693448067
6660000,6.66,[-786.247486114502],[1031.45239258],[245.20490646],[336.93635503],8.585360527038574,-8.63037395477295,62.22496795654297,150026.76444911957
6665000,6.665,[-735.7494506835938],[992.13067627],[256.38122559],[324.0914425],8.742952346801758,-8.533018112182617,62.150672912597656,150126.3809981346
6670000,6.67,[-728.0438957214355],[995.51757812],[267.4736824],[325.19781481],8.495080947875977,-8.782980918884277,62.22174072265625,150226.1841533184
6675000,6.675,[-667.257438659668],[1024.2689209],[357.01148224],[334.58978743],8.6671781539917,-8.822369575500488,61.769317626953125,150325.8003435135
6680000,6.68,[-940.9982070922852],[1010.9284668],[69.9302597],[330.23196732],8.740638732910156,-8.8532133102417,61.58485412597656,150425.76703238487
6685000,6.685,[-634.3593368530273],[1001.97070312],[367.61136627],[327.30580586],8.291949272155762,-9.089173316955566,62.192970275878906,150525.10327029228
