iter,ns,epot,ekin,etot,T,ext_force_x_atom0,ext_force_x_atom1026,molecular_extension,t
11305000,11.305,[-470.62779235839844],[1017.44482422],[546.81703186],[332.36061401],8.2269287109375,-8.563040733337402,134.16647338867188,226638.13418912888
11310000,11.309999999999999,[-444.9720878601074],[991.25769043],[546.28560257],[323.80627115],8.367779731750488,-8.035387992858887,135.2097625732422,226714.6695690155
11315000,11.315,[-326.1726188659668],[981.94177246],[655.76915359],[320.76311427],8.279040336608887,-8.188227653503418,135.1258087158203,226791.23098111153
11320000,11.32,[-584.1414604187012],[1012.39727783],[428.25581741],[330.71177215],8.230224609375,-7.905326843261719,136.03138732910156,226867.85038089752
11325000,11.325,[-487.09452056884766],[987.71826172],[500.62374115],[322.65007411],8.352899551391602,-7.989434719085693,135.59072875976562,226944.55836296082
11330000,11.33,[-444.9886779785156],[1038.82434082],[593.83566284],[339.34449077],7.893484592437744,-7.883023262023926,137.0815887451172,227021.3377571106
11335000,11.334999999999999,[-461.8594398498535],[966.05426025],[504.1948204],[315.57326693],8.172228813171387,-8.291801452636719,135.43907165527344,227097.79980683327
11340000,11.34,[-586.410888671875],[1012.05639648],[425.64550781],[330.60041915],8.429168701171875,-8.691609382629395,133.87350463867188,227174.4133656025
11345000,11.344999999999999,[-304.4511260986328],[973.64862061],[669.19749451],[318.05405627],8.171640396118164,-7.960856914520264,136.42050170898438,227250.87610435486
11350000,11.35,[-645.3731117248535],[983.96563721],[338.59252548],[321.42423408],7.874185085296631,-8.348444938659668,136.27145385742188,227327.15246033669
11355000,11.354999999999999,[-157.92010116577148],[995.18115234],[837.26105118],[325.08791727],8.405364990234375,-8.2328462600708,135.30880737304688,227403.91658258438
11360000,11.36,[-223.24528312683105],[1001.70788574],[778.46260262],[327.2199534],8.4249906539917,-8.283865928649902,135.20848083496094,227480.64410591125
11365000,11.365,[-349.94166564941406],[998.61621094],[648.67454529],[326.21002056],8.389917373657227,-8.103777885437012,135.8226776123047,227557.29336762428
11370000,11.37,[-503.47987365722656],[1011.28155518],[507.80168152],[330.3473079],8.826379776000977,-7.906175136566162,135.30181884765625,227634.01519083977
11375000,11.375,[-319.8094177246094],[1026.93591309],[707.12649536],[335.46099257],9.0487060546875,-8.081550598144531,134.3838653564453,227710.58938026428
11380000,11.379999999999999,[-413.38113021850586],[1034.36022949],[620.97909927],[337.88623501],8.745208740234375,-7.828167915344238,135.85235595703125,227787.45319962502
11385000,11.385,[-61.798057556152344],[1039.45117188],[977.65311432],[339.54925269],8.421652793884277,-8.219583511352539,135.75900268554688,227864.17164254189
11390000,11.389999999999999,[-968.0648727416992],[1006.38635254],[38.3214798],[328.74823096],8.471631050109863,-8.475245475769043,135.07119750976562,227940.7019109726
11395000,11.395,[-246.72668838500977],[994.39672852],[747.67004013],[324.83167577],8.423077583312988,-8.351425170898438,135.57843017578125,228017.22551608086
11400000,11.4,[-213.0415916442871],[1030.9909668],[817.94937515],[336.78562474],8.73172664642334,-8.736001968383789,133.92166137695312,228094.10775637627
11405000,11.405,[-501.3291549682617],[991.26660156],[489.93744659],[323.80918208],8.737375259399414,-8.396087646484375,134.8336181640625,228170.6266222
11410000,11.41,[-591.3993606567383],[1006.00689697],[414.60753632],[328.62427723],8.09771728515625,-8.483973503112793,136.28933715820312,228247.1123228073
11415000,11.415,[-233.08464813232422],[995.96875],[762.88410187],[325.34519554],8.180831909179688,-8.42371654510498,136.30848693847656,228323.29676818848
11420000,11.42,[-636.3749923706055],[1014.65795898],[378.28296661],[331.45025089],8.241586685180664,-8.565301895141602,135.87893676757812,228399.7159895897
11425000,11.424999999999999,[-447.4108943939209],[998.38903809],[550.97814369],[326.13581181],8.592902183532715,-8.650110244750977,134.8649139404297,228476.18780755997
11430000,11.43,[-281.6951217651367],[1017.40368652],[735.70856476],[332.34717589],8.51623249053955,-8.27418041229248,136.0727081298828,228552.98058605194
11435000,11.434999999999999,[-445.91492080688477],[1043.96081543],[598.04589462],[341.02238211],8.653347969055176,-8.177444458007812,136.0480499267578,228629.4971358776
11440000,11.44,[-210.770263671875],[1000.17810059],[789.40783691],[326.72023064],8.7897310256958,-8.006980895996094,136.2095489501953,228706.23109793663
11445000,11.445,[-217.1731414794922],[1016.18511963],[799.01197815],[331.94911632],9.280145645141602,-7.947680950164795,135.2080535888672,228782.6565515995
11450000,11.45,[-347.1989097595215],[1022.65234375],[675.45343399],[334.06171303],8.491106986999512,-8.150395393371582,136.75015258789062,228858.92147278786
11455000,11.455,[-225.88822555541992],[1013.2232666],[787.33504105],[330.98159134],8.41330623626709,-8.38150691986084,136.44317626953125,228935.1097383499
11460000,11.459999999999999,[-576.9985885620117],[959.69665527],[382.69806671],[313.49647865],8.395703315734863,-9.0311918258667,134.93927001953125,229011.6301112175
11465000,11.465,[-430.64362144470215],[1019.58886719],[588.94524574],[333.06099149],8.025674819946289,-8.632598876953125,136.93710327148438,229087.8702366352
11470000,11.469999999999999,[-400.82772064208984],[996.57019043],[595.74246979],[325.5416633],8.222567558288574,-8.709657669067383,136.32852172851562,229164.39575695992
11475000,11.475,[-611.0745277404785],[1002.30438232],[391.22985458],[327.41480619],8.668768882751465,-8.529208183288574,135.74044799804688,229240.8936100006
11480000,11.479999999999999,[-552.5856552124023],[1059.51257324],[506.92691803],[346.10255123],8.795279502868652,-8.63416576385498,135.23806762695312,229317.2305226326
11485000,11.485,[-544.8229103088379],[1058.44934082],[513.62643051],[345.75523354],8.852627754211426,-8.197122573852539,136.2635955810547,229393.41069936752
11490000,11.49,[-466.8094482421875],[1015.54052734],[548.7310791],[331.73855248],8.9127197265625,-8.281291007995605,135.97923278808594,229470.0640144348
11495000,11.495,[-433.8133201599121],[1008.10083008],[574.28750992],[329.30828571],9.266684532165527,-8.689943313598633,134.14898681640625,229546.72759652138
11500000,11.5,[-403.21742248535156],[980.37915039],[577.16172791],[320.25266494],9.361660957336426,-8.648592948913574,134.09121704101562,229623.1426577568
11505000,11.504999999999999,[-311.21035385131836],[1025.66723633],[714.45688248],[335.04656402],9.046053886413574,-8.572178840637207,135.14756774902344,229699.67184233665
11510000,11.51,[-534.9903907775879],[1008.68469238],[473.69430161],[329.49901137],9.1052827835083,-8.749556541442871,134.63233947753906,229776.3095638752
11515000,11.514999999999999,[-115.98140716552734],[1041.00305176],[925.02164459],[340.05619296],8.858756065368652,-9.116600036621094,134.4073486328125,229853.07438921928
11520000,11.52,[-252.25068283081055],[1040.48730469],[788.23662186],[339.88771796],8.5478515625,-8.666539192199707,136.38604736328125,229930.04296875
11525000,11.525,[-448.68812561035156],[1055.51586914],[606.82774353],[344.79697966],8.695266723632812,-8.782737731933594,135.80331420898438,230006.3605310917
11530000,11.53,[-362.66332626342773],[1039.47607422],[676.81274796],[339.55738734],8.547207832336426,-8.840109825134277,136.1063232421875,230082.62592720985
11535000,11.535,[-186.87841415405273],[1035.15795898],[848.27954483],[338.14682296],8.469100952148438,-8.934102058410645,136.1428985595703,230158.94566774368
11540000,11.54,[-313.2397232055664],[1071.55371094],[758.31398773],[350.03593397],8.463546752929688,-9.045167922973633,135.95541381835938,230235.37575817108
11545000,11.545,[-859.3194351196289],[996.20159912],[136.882164],[325.42125851],8.650344848632812,-9.497021675109863,134.43508911132812,230312.03586816788
11550000,11.549999999999999,[-457.3274688720703],[941.81384277],[484.4863739],[307.65484242],8.829635620117188,-8.522452354431152,136.49957275390625,230388.439971447
11555000,11.555,[-64.89529800415039],[1006.25231934],[941.35702133],[328.7044474],8.888800621032715,-9.108790397644043,134.9621124267578,230465.05351924896
11560000,11.559999999999999,[-456.51430892944336],[1025.52148438],[569.00717545],[334.99895239],8.782480239868164,-8.851645469665527,135.9470672607422,230541.4586868286
11565000,11.565,[-386.15441513061523],[982.00256348],[595.84814835],[320.78297239],8.996848106384277,-8.669204711914062,135.94354248046875,230617.90734100342
11570000,11.57,[-493.21876525878906],[997.05609131],[503.83732605],[325.70038868],9.391159057617188,-8.63825511932373,135.11143493652344,230694.51643419266
11575000,11.575,[-443.13690185546875],[1024.82275391],[581.68585205],[334.77070366],9.00494384765625,-8.735445976257324,135.9102783203125,230771.40963077545
11580000,11.58,[-376.65915298461914],[1020.55456543],[643.89541245],[333.37644845],9.135736465454102,-8.408472061157227,136.47703552246094,230847.7287633419
11585000,11.584999999999999,[-427.5671730041504],[964.57543945],[537.00826645],[315.0901923],9.344342231750488,-8.342735290527344,136.19615173339844,230924.1980216503
11590000,11.59,[-293.923397064209],[1006.22521973],[712.30182266],[328.69559498],9.027597427368164,-8.491406440734863,136.692626953125,231000.7196843624
11595000,11.594999999999999,[-328.1774597167969],[1016.46673584],[688.28927612],[332.04110965],9.355008125305176,-8.772246360778809,135.24830627441406,231077.3704841137
11600000,11.6,[-659.1282424926758],[985.59326172],[326.46501923],[321.95591725],8.984970092773438,-8.681785583496094,136.47584533691406,231154.04471755028
11605000,11.604999999999999,[-194.2238540649414],[995.00390625],[800.78005219],[325.0300177],9.511883735656738,-8.862059593200684,134.78416442871094,231230.9160861969
11610000,11.61,[-572.9595909118652],[1044.89746094],[471.93787003],[341.32834865],9.222393989562988,-8.957829475402832,135.34475708007812,231307.74992537498
11615000,11.615,[-342.79076385498047],[996.78466797],[653.99390411],[325.61172498],8.571698188781738,-9.116656303405762,136.65072631835938,231384.8631620407
11620000,11.62,[-667.3499069213867],[1017.30773926],[349.95783234],[332.31583356],8.576263427734375,-9.410652160644531,135.98062133789062,231461.81436228752
11625000,11.625,[-716.6179122924805],[1018.62908936],[302.01117706],[332.74746849],8.570721626281738,-9.909811973571777,134.8228759765625,231538.7109017372
11630000,11.629999999999999,[-566.7180252075195],[1011.81402588],[445.09600067],[330.52124587],8.563699722290039,-9.82805061340332,135.12112426757812,231615.99445152283
11635000,11.635,[-664.4316101074219],[1031.2434082],[366.8117981],[336.86808777],9.05492877960205,-9.015129089355469,136.00164794921875,231692.7789053917
11640000,11.639999999999999,[-461.84302139282227],[1006.19238281],[544.34936142],[328.68486841],8.998056411743164,-9.173957824707031,135.8230438232422,231769.50352334976
11645000,11.645,[-294.7247734069824],[1060.60668945],[765.88191605],[346.45995747],9.084378242492676,-9.115447044372559,135.82981872558594,231846.37736725807
11650000,11.65,[-318.8749771118164],[1006.64105225],[687.76607513],[328.83143169],9.22403621673584,-9.189269065856934,135.37240600585938,231923.33573508263
11655000,11.655,[-429.70677185058594],[1022.94580078],[593.23902893],[334.1575743],8.834342002868652,-9.15861701965332,136.49957275390625,232000.00178050995
11660000,11.66,[-365.7629089355469],[1052.42907715],[686.66616821],[343.78864186],8.85656452178955,-8.889510154724121,137.1930694580078,232076.6342895031
11665000,11.665,[-448.66931533813477],[1006.63293457],[557.96361923],[328.82877995],9.408990859985352,-8.925169944763184,135.7991485595703,232153.19880771637
11670000,11.67,[20.689865112304688],[1001.6583252],[1022.34819031],[327.20376385],9.294222831726074,-8.866472244262695,136.30911254882812,232230.1323211193
11675000,11.674999999999999,[-497.0186367034912],[1023.30480957],[526.28617287],[334.27484885],9.732559204101562,-8.849212646484375,135.33270263671875,232306.66802430153
11680000,11.68,[-278.290225982666],[985.06793213],[706.77770615],[321.784312],9.580398559570312,-8.52361011505127,136.60340881347656,232382.82675170898
11685000,11.684999999999999,[-446.15419006347656],[993.02789307],[546.873703],[324.38452918],9.84512996673584,-8.665559768676758,135.6630096435547,232459.2112057209
11690000,11.69,[-143.65542602539062],[1054.83435059],[911.17892456],[344.57435341],9.47723388671875,-8.86807918548584,136.15274047851562,232535.53704547882
11695000,11.695,[-578.2156600952148],[1007.65307617],[429.43741608],[329.1620215],9.3147611618042,-9.26134204864502,135.6520538330078,232611.98193860054
11700000,11.7,[-185.39770889282227],[1027.01550293],[841.61779404],[335.48699156],9.514090538024902,-8.896855354309082,136.14125061035156,232688.2543399334
11705000,11.705,[-361.929012298584],[1007.85742188],[645.92840958],[329.22877349],9.643404960632324,-9.093057632446289,135.40374755859375,232764.44449162483
11710000,11.709999999999999,[-369.19786834716797],[1055.81799316],[686.62012482],[344.89567212],9.405975341796875,-9.294425010681152,135.5701904296875,232840.9709250927
11715000,11.715,[-423.08690643310547],[1000.91345215],[577.82654572],[326.96044209],9.512351036071777,-9.281265258789062,135.4134521484375,232917.21904850006
11720000,11.719999999999999,[-795.8280487060547],[1007.99194336],[212.16389465],[329.27271655],9.626049995422363,-9.368184089660645,134.9882049560547,232993.83211565018
11725000,11.725,[-406.9204635620117],[1036.65344238],[629.73297882],[338.63534063],9.66833782196045,-8.97156047821045,135.95033264160156,233070.2611207962
11730000,11.729999999999999,[-113.38255310058594],[1009.81433105],[896.43177795],[329.86802146],9.33374309539795,-9.016351699829102,136.75112915039062,233146.49265527725
11735000,11.735,[-65.68974304199219],[996.12438965],[930.43464661],[325.3960371],9.312881469726562,-8.949152946472168,137.04757690429688,233222.89984345436
11740000,11.74,[-233.90511322021484],[1000.65240479],[766.74729156],[326.87516782],9.882229804992676,-8.931952476501465,135.74349975585938,233299.0854678154
11745000,11.745,[-572.3062286376953],[955.68463135],[383.37840271],[312.18590268],9.865127563476562,-8.841084480285645,136.0897216796875,233375.56726813316
11750000,11.75,[-455.7336845397949],[1013.33306885],[557.59938431],[331.01745956],9.476877212524414,-8.879561424255371,137.0404510498047,233452.55764055252
11755000,11.754999999999999,[-74.03551483154297],[1032.41540527],[958.37989044],[337.25093474],9.777804374694824,-9.145918846130371,135.6985321044922,233529.12303090096
11760000,11.76,[-200.35073471069336],[988.18450928],[787.83377457],[322.80237949],9.456000328063965,-9.0979585647583,136.69924926757812,233605.5672595501
11765000,11.764999999999999,[-531.3767852783203],[1019.43621826],[488.05943298],[333.01112687],9.3423490524292,-9.767720222473145,135.38525390625,233681.97038507462
11770000,11.77,[-376.67411041259766],[1028.33740234],[651.66329193],[335.91880593],9.0426607131958,-9.740242004394531,136.2794647216797,233758.89019155502
11775000,11.775,[-361.75565338134766],[1007.0802002],[645.32454681],[328.97488466],9.060327529907227,-9.716292381286621,136.37147521972656,233835.41044831276
11780000,11.78,[-365.7954902648926],[988.41870117],[622.62321091],[322.8788811],9.209085464477539,-9.75560188293457,135.97760009765625,233911.8412797451
11785000,11.785,[-365.29431915283203],[1012.21697998],[646.92266083],[330.65287568],8.572680473327637,-9.767860412597656,137.6142578125,233987.81553316116
11790000,11.79,[-307.31649017333984],[1024.99328613],[717.67679596],[334.82641007],8.854019165039062,-9.793657302856445,136.92271423339844,234063.99471616745
11795000,11.795,[-342.2457790374756],[987.5065918],[645.26081276],[322.58092958],9.026877403259277,-9.721092224121094,136.74827575683594,234140.19802188873
11800000,11.799999999999999,[-206.74285888671875],[1074.72912598],[867.98626709],[351.07322157],9.045694351196289,-9.866708755493164,136.41348266601562,234216.28469705582
11805000,11.805,[-358.445987701416],[982.98815918],[624.54217148],[321.10492911],8.797067642211914,-10.019490242004395,136.72938537597656,234292.4481704235
11810000,11.809999999999999,[-410.7960433959961],[980.56134033],[569.76529694],[320.31217948],8.768310546875,-10.758488655090332,135.0300750732422,234369.06623125076
11815000,11.815,[-409.33981704711914],[1043.93273926],[634.59292221],[341.01321069],9.02054500579834,-9.720633506774902,137.0704345703125,234445.71110844612
11820000,11.82,[-133.3810749053955],[990.29522705],[856.91415215],[323.49187089],9.217123985290527,-9.282164573669434,137.75144958496094,234522.37483167648
11825000,11.825,[-468.77698516845703],[929.44396973],[460.66698456],[303.61407431],9.430880546569824,-9.420195579528809,136.94827270507812,234599.19237828255
11830000,11.83,[-450.6343688964844],[1065.12451172],[614.49014282],[347.93575856],9.0141019821167,-9.64985179901123,137.49237060546875,234676.13987779617
11835000,11.834999999999999,[-51.91708183288574],[985.02947998],[933.11239815],[321.77175115],9.197998046875,-9.235255241394043,138.14541625976562,234752.84441661835
11840000,11.84,[-34.649295806884766],[976.00543213],[941.35613632],[318.82393716],8.864852905273438,-9.864407539367676,137.481689453125,234829.4695391655
11845000,11.844999999999999,[-519.0242500305176],[1000.72949219],[481.70524216],[326.90034935],8.964136123657227,-10.218220710754395,136.4252471923828,234906.13273739815
11850000,11.85,[-626.7934837341309],[1018.83032227],[392.03683853],[332.81320364],9.209332466125488,-10.506301879882812,135.1683349609375,234982.72170734406
11855000,11.854999999999999,[-585.2087020874023],[1002.75878906],[417.55008698],[327.56324363],9.567672729492188,-9.908174514770508,135.84410095214844,235059.33098220825
11860000,11.86,[-191.39212799072266],[999.90740967],[808.51528168],[326.63180619],9.777630805969238,-9.404726028442383,136.6541290283203,235136.02878832817
11865000,11.865,[-476.8772964477539],[984.56152344],[507.68422699],[321.6188875],9.81143856048584,-9.717018127441406,135.86517333984375,235212.79368925095
11870000,11.87,[-642.4811668395996],[973.56268311],[331.08151627],[318.02598375],9.794589042663574,-9.896730422973633,135.5343017578125,235289.57050275803
11875000,11.875,[-381.8726119995117],[989.59521484],[607.72260284],[323.26320347],10.087149620056152,-9.859049797058105,134.97340393066406,235366.65196466446
11880000,11.879999999999999,[-193.88733673095703],[1023.19396973],[829.306633],[334.23864168],10.389993667602539,-9.358789443969727,135.54324340820312,235443.277105093
11885000,11.885,[-272.30590438842773],[1041.10302734],[768.79712296],[340.08885119],10.080606460571289,-9.287393569946289,136.5714874267578,235519.89704418182
11890000,11.889999999999999,[-22.495933532714844],[997.80029297],[975.30435944],[325.94349112],10.187952041625977,-9.867972373962402,134.927978515625,235596.63388752937
11895000,11.895,[-335.59264373779297],[1051.42956543],[715.83692169],[343.46213931],9.666412353515625,-10.115038871765137,135.69044494628906,235673.73035812378
11900000,11.899999999999999,[-681.2470893859863],[1020.67602539],[339.428936],[333.41612481],9.676187515258789,-9.843440055847168,136.42129516601562,235750.61457371712
11905000,11.905,[-320.2489929199219],[1033.16796875],[712.91897583],[337.49676867],10.193405151367188,-9.804537773132324,135.3018035888672,235827.10388827324
11910000,11.91,[-487.6505928039551],[1004.07427979],[516.42368698],[327.99296453],9.717416763305664,-9.685664176940918,136.86524963378906,235903.61083865166
11915000,11.915,[-599.3984489440918],[955.48651123],[356.08806229],[312.12118435],9.66027545928955,-9.554133415222168,137.41322326660156,235980.3315463066
11920000,11.92,[-359.8266906738281],[1037.45935059],[677.63265991],[338.89860026],9.368842124938965,-10.089522361755371,136.879638671875,236056.5002436638
11925000,11.924999999999999,[-231.45339965820312],[976.53491211],[745.08151245],[318.99689818],9.0082368850708,-10.510863304138184,136.80409240722656,236132.9541990757
11930000,11.93,[-283.93434143066406],[1027.08813477],[743.15379333],[335.51071762],9.245511054992676,-10.615364074707031,136.02593994140625,236209.63813185692
11935000,11.934999999999999,[-596.0154495239258],[985.24572754],[389.23027802],[321.84239102],8.89422607421875,-10.364222526550293,137.60830688476562,236286.59551620483
11940000,11.94,[-248.90745162963867],[1042.14819336],[793.24074173],[340.43026726],9.20279598236084,-10.194398880004883,137.33773803710938,236363.58007144928
11945000,11.945,[-651.4611587524414],[1015.18060303],[363.71944427],[331.62097887],8.98279094696045,-10.371971130371094,137.52011108398438,236440.26493358612
11950000,11.95,[-461.86315536499023],[1015.55047607],[553.68732071],[331.74180236],9.135577201843262,-10.546187400817871,136.77890014648438,236517.16474056244
11955000,11.955,[-346.45115661621094],[1010.66540527],[664.21424866],[330.14603511],9.390243530273438,-10.67442798614502,135.89791870117188,236594.2952105999
11960000,11.959999999999999,[-265.4416732788086],[976.55065918],[711.1089859],[319.00204215],9.12878704071045,-10.583429336547852,136.8553466796875,236671.30135321617
11965000,11.965,[-391.9862174987793],[1017.10839844],[625.12218094],[332.25071647],8.683581352233887,-10.792757034301758,137.52134704589844,236748.02895903587
11970000,11.969999999999999,[-421.2155113220215],[1029.41870117],[608.20318985],[336.27202522],8.881479263305664,-10.793405532836914,137.1012725830078,236824.7694773674
11975000,11.975,[-444.2368965148926],[1026.81860352],[582.581707],[335.42267199],8.990737915039062,-10.7905855178833,136.91146850585938,236901.86306381226
11980000,11.979999999999999,[-561.0034980773926],[1003.17980957],[442.17631149],[327.70077505],9.067904472351074,-10.68314266204834,137.06344604492188,236978.91577148438
11985000,11.985,[-401.56455993652344],[1013.15686035],[611.59230042],[330.95989893],9.670516967773438,-10.460357666015625,136.190185546875,237055.93704628944
11990000,11.99,[-70.25483703613281],[1006.45910645],[936.20426941],[328.7719969],9.805505752563477,-10.239859580993652,136.48025512695312,237132.88931131363
11995000,11.995,[-833.1719017028809],[1000.75280762],[167.58090591],[326.90796562],9.369247436523438,-10.03305721282959,138.1641845703125,237209.70848321915
12000000,12.0,[-294.7453498840332],[1001.0300293],[706.28467941],[326.99852342],9.813074111938477,-10.549163818359375,135.8406524658203,237286.83939647675
12005000,12.004999999999999,[-287.45860290527344],[993.72375488],[706.26515198],[324.61184083],9.67236042022705,-10.070073127746582,137.46646118164062,237363.8001728058
12010000,12.01,[-572.2395172119141],[989.61871338],[417.37919617],[323.27087955],9.917291641235352,-10.619200706481934,135.55760192871094,237440.53336286545
12015000,12.014999999999999,[-489.72392654418945],[1045.60888672],[555.88496017],[341.56074446],9.917941093444824,-9.841760635375977,137.57586669921875,237517.14370656013
12020000,12.02,[-302.98277282714844],[1035.1307373],[732.14796448],[338.13793067],9.77111530303955,-10.245680809020996,137.00942993164062,237593.82723212242
12025000,12.024999999999999,[-355.07026290893555],[1017.85418701],[662.7839241],[332.4943373],9.865411758422852,-9.969616889953613,137.54014587402344,237670.56779932976
12030000,12.03,[-237.4843635559082],[1042.15429688],[804.66993332],[340.43226105],10.123974800109863,-9.524638175964355,138.0824737548828,237747.42083406448
12035000,12.035,[-366.73498153686523],[994.1965332],[627.46155167],[324.76627956],9.769183158874512,-10.120994567871094,137.5548553466797,237823.85014009476
12040000,12.04,[-331.6790237426758],[1035.31115723],[703.63213348],[338.19686701],10.106284141540527,-10.169547080993652,136.66702270507812,237900.38175606728
12045000,12.045,[-683.9454460144043],[1024.71618652],[340.77074051],[334.73589214],9.91886043548584,-10.151179313659668,137.25779724121094,237977.00459122658
12050000,12.049999999999999,[-618.9994926452637],[999.91381836],[380.91432571],[326.63389966],9.972363471984863,-9.876220703125,137.88772583007812,238053.41580581665
12055000,12.055,[-545.2179641723633],[1002.83782959],[457.61986542],[327.58906317],9.482501029968262,-10.439116477966309,137.78143310546875,238129.40711331367
12060000,12.059999999999999,[-150.98639678955078],[1016.9029541],[865.91655731],[332.18360561],9.65026569366455,-10.385690689086914,137.57188415527344,238205.4420030117
12065000,12.065,[-373.53066635131836],[1008.84259033],[635.31192398],[329.55059064],9.167312622070312,-10.663899421691895,138.1600341796875,238281.5644750595
12070000,12.07,[-451.77955627441406],[1048.8203125],[597.04075623],[342.60979539],9.548730850219727,-9.945387840270996,139.07907104492188,238357.51066303253
12075000,12.075,[-679.2243843078613],[1027.39257812],[348.16819382],[335.61016771],9.369549751281738,-10.635124206542969,137.87896728515625,238433.46435713768
12080000,12.08,[-578.3673629760742],[1008.47558594],[430.10822296],[329.43070423],9.119338989257812,-10.676661491394043,138.47694396972656,238509.870762825
12085000,12.084999999999999,[-321.10526275634766],[998.56677246],[677.4615097],[326.19387089],9.202374458312988,-10.571928977966309,138.60748291015625,238585.9837667942
12090000,12.09,[-129.77845001220703],[1019.49157715],[889.71312714],[333.02921052],9.457531929016113,-11.018569946289062,136.92929077148438,238661.79032182693
12095000,12.094999999999999,[-436.6704902648926],[979.19720459],[542.52671432],[319.8665681],9.507410049438477,-10.488032341003418,138.2072296142578,238737.79699015617
12100000,12.1,[-271.5078353881836],[992.9574585],[721.44962311],[324.36152088],9.894034385681152,-10.037762641906738,138.442626953125,238813.84212303162
12105000,12.104999999999999,[-485.90105056762695],[1005.26843262],[519.36738205],[328.38304894],9.70108699798584,-10.642680168151855,137.48899841308594,238889.82247567177
12110000,12.11,[-408.76135635375977],[1018.09991455],[609.3385582],[332.57460716],9.6565580368042,-10.376337051391602,138.34246826171875,238965.85718679428
12115000,12.115,[-176.32406616210938],[976.49041748],[800.16635132],[318.98236347],9.421045303344727,-10.467567443847656,138.77947998046875,239041.92077589035
12120000,12.12,[-221.79961776733398],[994.28778076],[772.48816299],[324.79608668],9.930432319641113,-10.61131763458252,137.22293090820312,239118.05885744095
12125000,12.125,[-105.1446304321289],[967.94519043],[862.80056],[316.19096207],9.37125301361084,-10.710351943969727,138.4495849609375,239194.308157444
12130000,12.129999999999999,[-513.704475402832],[989.03717041],[475.33269501],[323.08091153],9.61356258392334,-10.320456504821777,138.89483642578125,239270.5076751709
12135000,12.135,[-400.2536201477051],[1039.54846191],[639.29484177],[339.58103365],9.68912410736084,-10.6565580368042,137.94198608398438,239346.6432006359
12140000,12.139999999999999,[-297.0090103149414],[1051.1138916],[754.10488129],[343.35902065],9.848532676696777,-10.613029479980469,137.72857666015625,239422.77705907822
12145000,12.145,[-269.7268981933594],[1006.82067871],[737.09378052],[328.89010884],10.016763687133789,-9.94800853729248,139.04684448242188,239498.86115026474
12150000,12.149999999999999,[-282.8534851074219],[971.1842041],[688.33071899],[317.24902492],9.677603721618652,-10.873343467712402,137.65769958496094,239575.06638336182
12155000,12.155,[-551.9347534179688],[1011.72998047],[459.79522705],[330.49379142],9.670086860656738,-10.82355785369873,137.8772430419922,239651.40217494965
12160000,12.16,[-328.78952407836914],[979.54321289],[650.75368881],[319.97959588],9.480712890625,-10.255462646484375,139.8472137451172,239727.96840715408
12165000,12.165,[-497.73675537109375],[1019.54309082],[521.80633545],[333.04603808],9.992141723632812,-10.695663452148438,137.54443359375,239804.1693854332
12170000,12.17,[-212.68445587158203],[1026.20043945],[813.51598358],[335.22074125],10.060818672180176,-9.758051872253418,139.79306030273438,239880.33415555954
12175000,12.174999999999999,[-335.5504951477051],[1015.75695801],[680.20646286],[331.80925217],10.075736045837402,-10.253718376159668,138.5928955078125,239956.68644213676
12180000,12.18,[-100.10969352722168],[1013.94702148],[913.83732796],[331.21801459],9.825286865234375,-10.015498161315918,139.890869140625,240032.80441117287
12185000,12.184999999999999,[-444.9267387390137],[1008.83911133],[563.91237259],[329.54945418],10.11859130859375,-10.425749778747559,138.20826721191406,240108.88004517555
12190000,12.19,[-574.0242881774902],[1013.3883667],[439.36407852],[331.03552327],9.632616996765137,-10.633299827575684,138.98062133789062,240185.35009527206
12195000,12.195,[-333.6315155029297],[1013.47558594],[679.84407043],[331.06401449],10.27683162689209,-10.319914817810059,138.22984313964844,240261.78670549393
12200000,12.2,[-249.28290939331055],[1018.57904053],[769.29613113],[332.73111944],10.234280586242676,-10.01868724822998,139.16558837890625,240338.20119929314
12205000,12.205,[-483.86936950683594],[1014.36486816],[530.49549866],[331.35450924],10.7678861618042,-10.06396484375,137.794677734375,240414.70422673225
12210000,12.209999999999999,[-508.96502113342285],[1052.33996582],[543.37494469],[343.75953257],10.283068656921387,-9.98001766204834,139.29287719726562,240491.47861933708
12215000,12.215,[-250.29973602294922],[1019.81323242],[769.5134964],[333.13428309],10.146283149719238,-10.44378662109375,138.5517120361328,240567.91766262054
12220000,12.219999999999999,[-538.895565032959],[1016.47161865],[477.57605362],[332.04270468],9.902234077453613,-10.327995300292969,139.52760314941406,240644.35365581512
12225000,12.225,[-542.1079521179199],[1074.88269043],[532.77473831],[351.12338524],10.084732055664062,-9.891377449035645,140.23919677734375,240720.75185990334
12230000,12.229999999999999,[-725.6958312988281],[984.94787598],[259.25204468],[321.74509422],10.241561889648438,-10.200285911560059,139.15115356445312,240797.08591413498
12235000,12.235,[-523.0333824157715],[998.48779297],[475.45441055],[326.16807128],10.62078857421875,-9.60753059387207,139.76126098632812,240873.73367714882
12240000,12.24,[-513.0717353820801],[1044.82495117],[531.75321579],[341.30466246],10.76989459991455,-10.073138236999512,138.30078125,240950.02897930145
12245000,12.245,[-575.8479080200195],[1037.2019043],[461.35399628],[338.81450233],10.240374565124512,-10.011626243591309,139.85464477539062,241026.28853988647
